,ACCOUNT_STATUS,SERVICE_PLAN,MODEL,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,FEEDBACK,SITE_TYPE_DESC,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER,cluster 3,predicted_accountstatus,pred_prob_1
5030,0,no-plan,DW4000,Retail/others,Direct Channel,Bad,Broadband Remote,63,0,Married,No Children,No ,0,1,0.7857013745122283
5031,0,Elite,UNK,UNKNOWN-channel,Indirect Channel,Good,Spaceway,65,7,Single,Not Identified,No ,1,0,0.06107556841822566
5032,0,basic_plan,HN9000,Call Center,Direct Channel,No-Feedback,Spaceway,62,6,Married,No Children,No ,1,0,0.44017909791357274
5033,0,no-plan,HN7000S,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,40,8,Married,No Children,No ,0,1,0.8328718957354099
5034,0,no-plan,HN7000S,Vars,Indirect Channel,Good,Broadband Remote,49,13,Married,No Children,No ,0,0,0.2031227771720428
5035,0,Elite,NONE,Web orders,Direct Channel,No-Feedback,Spaceway,22,0,Single,Not Identified,Yes,1,1,0.81477065614927
5036,0,proffessional_plan,HN7000S,Retail/others,Direct Channel,No-Feedback,Broadband Remote,43,5,Married,No Children,No ,0,1,0.5065830806562259
5037,0,power_plan,UNK,Call Center,Direct Channel,Bad,Broadband Remote,66,4,Married,At Least One Children,No ,0,1,0.8857608999599185
5038,0,power_plan,NONE,Retail/others,Direct Channel,Bad,Spaceway,44,1,Married,At Least One Children,No ,1,0,0.10223547904686674
5039,0,Home,UNK,Vars,Direct Channel,Bad,Broadband Remote,47,4,Single,Not Identified,No ,0,0,0.06045377591256804
5040,0,power_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Spaceway,55,0,Married,No Children,Yes,1,1,0.9179225399212481
5041,0,no-plan,HN7000S,Retail/others,Direct Channel,Bad,Broadband Remote,22,6,Married,No Children,Yes,0,1,0.9495823887823693
5042,0,Elite,DW4000,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,63,7,Single,No Children,No ,0,0,0.1530159460759229
5043,0,basic_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,41,6,Single,No Children,No ,0,1,0.5664925905557184
5044,0,no-plan,HN7000S,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,30,0,Single,No Children,No ,0,1,0.7748465936108191
5045,0,basic_plan,DW6000,Retail/others,Direct Channel,Good,Spaceway,46,0,Single,No Children,Yes,1,1,0.7604062762920331
5046,0,proffessional_plan,HN7000S,Vars,Direct Channel,Good,Broadband Remote,49,9,Married,No Children,Yes,0,1,0.7317187532632679
5047,0,basic_plan,HN7000S,Call Center,Direct Channel,Bad,Spaceway,41,4,Married,No Children,No ,1,0,0.31811350435773933
5048,0,Home,HN9000,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,36,0,Married,No Children,Yes,0,1,0.633386455050018
5049,0,Elite,HN7000S,Retail/others,Direct Channel,No-Feedback,Spaceway,47,5,Single,No Children,No ,1,1,0.8781041356873136
5050,0,basic_plan,HN9000,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,32,9,Married,At Least One Children,No ,0,0,0.2857950848419738
5051,0,Elite,HN7000S,UNKNOWN-channel,Direct Channel,Bad,Spaceway,33,4,Single,Not Identified,Yes,1,0,0.18468352564816187
5052,0,proffessional_plan,HN7000S,Retail/others,Direct Channel,Bad,Broadband Remote,34,0,Single,No Children,Not Identified,0,1,0.8917424040965993
5053,0,power_plan,DW4000,Web orders,Direct Channel,Bad,Broadband Remote,41,0,Married,No Children,No ,0,1,0.7199524615485264
5054,0,basic_plan,UNK,Vars,Direct Channel,Good,Broadband Remote,46,0,Married,At Least One Children,Not Identified,0,0,0.07399426258113208
5055,0,Home,HN9000,Retail/others,Direct Channel,Good,Spaceway,42,5,Single,No Children,No ,1,0,0.059948158337458736
5056,0,basic_plan,NONE,Retail/others,Direct Channel,Bad,Spaceway,28,9,Single,No Children,No ,1,1,0.5687989773831927
5057,0,no-plan,HN7000S,Vars,Indirect Channel,Bad,Broadband Remote,42,0,Single,Not Identified,No ,0,0,0.39392865899657104
5058,0,basic_plan,HN7000S,Vars,Direct Channel,Good,Spaceway,29,0,Married,At Least One Children,Yes,1,0,0.10725415934134026
5059,0,proffessional_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,56,8,Married,At Least One Children,No ,0,1,0.9034132021026562
5060,0,basic_plan,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,52,0,Single,Not Identified,No ,0,1,0.5710315582264577
5061,0,power_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,53,6,Divorcee/Widow,No Children,No ,0,0,0.39928090642860264
5062,0,proffessional_plan,HN7000S,Web orders,Indirect Channel,Bad,Broadband Remote,44,0,Single,No Children,Yes,0,0,0.09037187242622532
5063,0,power_plan,NONE,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,31,4,Married,No Children,No ,0,0,0.1162292569638352
5064,0,proffessional_plan,HN7000S,Call Center,Direct Channel,Bad,Broadband Remote,67,0,Married,No Children,No ,0,0,0.18004555150668758
5065,0,no-plan,HN9000,Vars,Direct Channel,Good,Broadband Remote,35,4,Single,No Children,Yes,0,1,0.7256992401788802
5066,0,proffessional_plan,HN9000,Retail/others,Direct Channel,Bad,Spaceway,27,6,Not Identified,At Least One Children,Yes,1,0,0.48703621477346076
5067,0,no-plan,DW4020,Retail/others,Indirect Channel,Bad,Broadband Remote,56,1,Divorcee/Widow,No Children,No ,0,0,0.1230694223055141
5068,0,proffessional_plan,HN7000S,Vars,Direct Channel,Good,Spaceway,47,6,Married,No Children,No ,1,0,0.12809229754294932
5069,0,proffessional_plan,HN7000S,Call Center,Direct Channel,Good,Spaceway,28,0,Married,No Children,Yes,1,0,0.05921777466435886
5070,0,basic_plan,UNK,Call Center,Indirect Channel,Good,Broadband Remote,55,4,Single,No Children,No ,0,1,0.682184163414042
5071,0,power_plan,DW6000,Retail/others,Indirect Channel,No-Feedback,Broadband Remote,65,9,Single,Not Identified,No ,0,1,0.9868268020082944
5072,0,proffessional_plan,HN7000S,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,27,13,Married,At Least One Children,Yes,0,0,0.15352866239103663
5073,0,basic_plan,NONE,Retail/others,Direct Channel,Good,Broadband Remote,31,0,Married,No Children,No ,0,1,0.9051742676184376
5074,0,no-plan,DW4020,Vars,Direct Channel,Good,Broadband Remote,0,0,Single,Not Identified,Yes,0,1,0.9458458056651591
5075,0,no-plan,UNK,Retail/others,Direct Channel,Bad,Broadband Remote,23,0,Married,At Least One Children,Yes,0,0,0.10389218562368238
5076,0,proffessional_plan,UNK,Vars,Direct Channel,Good,Spaceway,66,7,Married,At Least One Children,Yes,1,1,0.8589845445739263
5077,0,no-plan,DW4000,Web orders,Direct Channel,Good,Broadband Remote,0,0,Single,Not Identified,Yes,0,0,0.12476653499221069
5078,0,basic_plan,DW4020,Retail/others,Direct Channel,Bad,Broadband Remote,23,6,Married,At Least One Children,No ,0,0,0.20597135950962767
5079,0,Elite,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,28,3,Married,No Children,No ,0,0,0.26653086635771805
5080,0,basic_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,23,6,Single,No Children,No ,0,1,0.9451269281663995
5081,0,basic_plan,HN7000S,Vars,Direct Channel,No-Feedback,Broadband Remote,54,6,Single,No Children,No ,0,0,0.1280589090552033
5082,0,power_plan,DW6000,Retail/others,Direct Channel,Good,Broadband Remote,44,7,Single,Not Identified,Yes,0,1,0.9049961556065128
5083,0,power_plan,HN9000,Retail/others,Indirect Channel,Good,Broadband Remote,23,0,Married,No Children,No ,0,0,0.1856545986105324
5084,0,basic_plan,HN7000S,Web orders,Indirect Channel,Good,Spaceway,57,6,Single,Not Identified,No ,1,0,0.23259989408766021
5085,0,power_plan,DW4020,Web orders,Direct Channel,No-Feedback,Broadband Remote,35,0,Single,No Children,No ,0,0,0.04182587297236806
5086,0,basic_plan,UNK,Vars,Direct Channel,Bad,Spaceway,62,0,Divorcee/Widow,No Children,No ,1,1,0.8950334374270985
5087,0,proffessional_plan,HN7000S,Vars,Direct Channel,Bad,Broadband Remote,49,2,Single,No Children,No ,0,0,0.09124289187668486
5088,0,no-plan,HN9000,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,42,9,Married,At Least One Children,Yes,0,1,0.8903887481448933
5089,0,basic_plan,HN9000,Call Center,Indirect Channel,Good,Spaceway,54,8,Married,At Least One Children,Not Identified,1,1,0.9466027190699366
5090,0,proffessional_plan,DW4000,Retail/others,Direct Channel,No-Feedback,Broadband Remote,31,7,Single,Not Identified,Yes,0,1,0.9694112717933197
5091,0,power_plan,HN7000S,Retail/others,Direct Channel,No-Feedback,Broadband Remote,34,5,Single,No Children,No ,0,0,0.20538849123809605
5092,0,proffessional_plan,DW6000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,49,6,Married,No Children,No ,0,1,0.9194300393748949
5093,0,power_plan,HN9000,Retail/others,Direct Channel,Good,Spaceway,0,0,Single,Not Identified,Yes,1,1,0.5938255411464156
5094,0,power_plan,HN7000S,Call Center,Direct Channel,Bad,Broadband Remote,32,3,Married,No Children,Yes,0,0,0.11362616990542462
5095,0,Home,UNK,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,55,0,Married,At Least One Children,Yes,0,0,0.33951172751500713
5096,0,no-plan,HN7000S,Web orders,Direct Channel,Bad,Broadband Remote,64,7,Married,At Least One Children,Not Identified,0,0,0.14335041805640056
5097,0,power_plan,DW7000,Retail/others,Direct Channel,No-Feedback,Broadband Remote,0,0,Single,Not Identified,Yes,0,1,0.8992130897700907
5098,0,power_plan,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,69,3,Single,No Children,No ,0,1,0.6100338057029182
5099,0,basic_plan,DW7000,Web orders,Direct Channel,No-Feedback,Broadband Remote,42,6,Married,At Least One Children,No ,0,1,0.9610444968410118
5100,0,Home,DW6000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,66,3,Married,At Least One Children,No ,0,1,0.9460284040490825
5101,0,Home,DW6000,Retail/others,Indirect Channel,Bad,Broadband Remote,35,0,Single,No Children,No ,0,1,0.8212279724036297
5102,0,basic_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,51,0,Married,No Children,Yes,0,0,0.15227575925449705
5103,0,Elite,HN7000S,Retail/others,Direct Channel,Bad,Broadband Remote,38,5,Single,No Children,Yes,0,1,0.9388339541567264
5104,0,Elite,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,35,6,Married,No Children,Yes,0,1,0.6543223234427865
5105,0,no-plan,DW4020,Web orders,Direct Channel,Good,Broadband Remote,43,2,Married,No Children,No ,0,1,0.7137996456395771
5106,0,proffessional_plan,HN9000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,47,7,Single,No Children,No ,0,0,0.15925355859723417
5107,0,basic_plan,DW4000,Vars,Direct Channel,Good,Spaceway,59,13,Married,At Least One Children,No ,1,0,0.39730740525736097
5108,0,proffessional_plan,HN7000S,Vars,Direct Channel,Bad,Spaceway,22,0,Single,No Children,No ,1,1,0.9330631651536223
5109,0,proffessional_plan,NONE,Call Center,Direct Channel,Bad,Broadband Remote,22,4,Single,No Children,No ,0,1,0.5157953965207388
5110,0,basic_plan,HN7000S,Web orders,Direct Channel,Good,Broadband Remote,37,4,Not Identified,No Children,No ,0,0,0.41164249701344185
5111,0,no-plan,DW6000,Web orders,Indirect Channel,Bad,Broadband Remote,58,0,Married,At Least One Children,No ,0,0,0.24130051142181425
5112,0,Elite,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,29,5,Single,No Children,No ,0,1,0.9781034233816754
5113,0,no-plan,NONE,Retail/others,Direct Channel,Good,Broadband Remote,61,11,Single,No Children,No ,0,1,0.7914941459667902
5114,0,power_plan,DW6000,Retail/others,Direct Channel,No-Feedback,Broadband Remote,41,0,Single,No Children,Yes,0,0,0.10823687734496945
5115,0,Home,HN9000,UNKNOWN-channel,Direct Channel,Bad,Spaceway,46,10,Married,At Least One Children,No ,1,0,0.08164159003628585
5116,0,Elite,UNK,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,53,8,Single,No Children,No ,0,0,0.4547438486887415
5117,0,proffessional_plan,DW6000,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,84,6,Married,No Children,No ,0,1,0.9643803799865385
5118,0,proffessional_plan,HN7000S,Call Center,Indirect Channel,Good,Broadband Remote,32,7,Married,No Children,No ,0,0,0.26773804158833026
5119,0,basic_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,34,7,Married,At Least One Children,No ,0,0,0.08430909585540876
5120,0,no-plan,HN9000,Vars,Direct Channel,Bad,Broadband Remote,24,0,Single,No Children,No ,0,0,0.2900582245451244
5121,0,proffessional_plan,DW7000,Retail/others,Direct Channel,Bad,Spaceway,29,3,Single,Not Identified,No ,1,0,0.05231467970280905
5122,0,power_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,53,10,Married,No Children,No ,0,1,0.9314766078560007
5123,0,Home,UNK,Vars,Direct Channel,Bad,Broadband Remote,61,5,Married,No Children,No ,0,1,0.8604673596358262
5124,0,basic_plan,HN7000S,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,43,5,Married,No Children,No ,0,0,0.21152688681864693
5125,0,Elite,HN7000S,Retail/others,Direct Channel,Bad,Spaceway,32,8,Not Identified,No Children,No ,1,1,0.9484210109595972
5126,0,basic_plan,DW6000,Vars,Indirect Channel,Bad,Broadband Remote,22,0,Married,At Least One Children,Yes,0,0,0.1622954758841939
5127,0,no-plan,UNK,Retail/others,Direct Channel,Good,Spaceway,62,5,Not Identified,No Children,No ,1,0,0.42467129240985296
5128,0,basic_plan,HN9000,Vars,Direct Channel,Good,Broadband Remote,45,0,Married,No Children,No ,0,0,0.29277202538669456
5129,1,Home,HN7000S,Retail/others,Indirect Channel,Bad,Broadband Remote,0,0,Single,Not Identified,Yes,0,1,0.8748180115489884
5130,0,power_plan,HN7000S,Vars,Direct Channel,Bad,Broadband Remote,31,0,Married,At Least One Children,No ,0,0,0.07813425335333908
5131,0,basic_plan,DW7000,Retail/others,Indirect Channel,Bad,Broadband Remote,44,7,Single,Not Identified,No ,0,0,0.32739650211571236
5132,0,Elite,HN7000S,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,47,7,Single,No Children,No ,0,0,0.15833112427747098
5133,0,basic_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,54,6,Not Identified,No Children,No ,0,1,0.8226079068965706
5134,0,Elite,HN7000S,Retail/others,Direct Channel,Bad,Broadband Remote,42,4,Single,Not Identified,Yes,0,0,0.038568266318363575
5135,0,no-plan,HN9000,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,23,8,Married,No Children,No ,0,0,0.13022176272953373
5136,0,power_plan,HN9000,Vars,Direct Channel,Bad,Broadband Remote,23,0,Married,At Least One Children,No ,0,1,0.9971298214656524
5137,0,Elite,HN7000S,Vars,Indirect Channel,Good,Broadband Remote,44,13,Single,No Children,No ,0,1,0.7294698519916684
5138,0,no-plan,DW6000,Vars,Direct Channel,Good,Broadband Remote,63,7,Married,No Children,Not Identified,0,1,0.9273891767383701
5139,0,proffessional_plan,HN9000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,56,8,Single,Not Identified,Not Identified,0,0,0.31168448928577075
5140,0,proffessional_plan,HN9000,Retail/others,Indirect Channel,Good,Spaceway,52,4,Not Identified,At Least One Children,No ,1,1,0.9759415136088571
5141,0,proffessional_plan,HN9000,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,25,0,Single,Not Identified,Yes,0,1,0.5657674737099898
5142,0,basic_plan,HN7000S,UNKNOWN-channel,Indirect Channel,Bad,Broadband Remote,43,7,Married,No Children,Yes,0,1,0.8690060802022653
5143,0,basic_plan,HN7000S,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,25,0,Single,Not Identified,No ,0,0,0.1234326426016995
5144,0,basic_plan,DW4020,Retail/others,Direct Channel,Good,Broadband Remote,0,0,Single,Not Identified,Yes,0,1,0.9383953048186149
5145,0,Elite,HN7000S,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,0,0,Single,Not Identified,Yes,0,0,0.03418519748815361
5146,0,Home,HN9000,Retail/others,Direct Channel,Good,Spaceway,25,0,Single,No Children,No ,1,1,0.8744229107403102
5147,0,Home,HN7000S,Call Center,Direct Channel,Bad,Broadband Remote,42,4,Married,No Children,Not Identified,0,1,0.9586440404903451
5148,0,basic_plan,HN7000S,Web orders,Direct Channel,Bad,Spaceway,44,6,Single,No Children,Not Identified,1,1,0.5257019958867468
5149,0,basic_plan,HN7000S,Vars,Direct Channel,Good,Spaceway,35,6,Married,At Least One Children,Not Identified,1,1,0.9043268101630435
5150,0,no-plan,HN7000S,Vars,Unknown Channel,Good,Spaceway,46,8,Married,No Children,No ,1,1,0.9223568281757721
5151,0,basic_plan,DW4000,Retail/others,Indirect Channel,No-Feedback,Broadband Remote,50,7,Married,At Least One Children,No ,0,0,0.04016753267968633
5152,0,Elite,DW4020,UNKNOWN-channel,Direct Channel,Good,Spaceway,42,0,Single,No Children,No ,1,0,0.19051067809335662
5153,0,Home,HN9000,Vars,Direct Channel,Good,Broadband Remote,32,7,Divorcee/Widow,No Children,No ,0,1,0.5321659058872267
5154,0,power_plan,HN7000S,Vars,Direct Channel,Good,Broadband Remote,54,0,Married,At Least One Children,No ,0,0,0.05301551804160465
5155,0,no-plan,HN9000,Call Center,Direct Channel,Bad,Broadband Remote,53,0,Not Identified,No Children,Yes,0,1,0.5713968771450575
5156,0,Elite,DW4020,Web orders,Direct Channel,No-Feedback,Broadband Remote,76,5,Married,No Children,No ,0,1,0.9887391277025133
5157,0,Elite,UNK,UNKNOWN-channel,Direct Channel,No-Feedback,Spaceway,48,8,Married,No Children,No ,1,1,0.690643165403858
5158,0,basic_plan,HN7000S,Vars,Direct Channel,No-Feedback,Broadband Remote,39,0,Married,At Least One Children,No ,0,1,0.7056405658786067
5159,0,basic_plan,HN7000S,Call Center,Indirect Channel,Good,Broadband Remote,30,0,Married,At Least One Children,No ,0,0,0.08573153055507994
5160,0,basic_plan,HN9000,Retail/others,Indirect Channel,No-Feedback,Spaceway,44,9,Single,Not Identified,Not Identified,1,0,0.47901212536729065
5161,0,proffessional_plan,HN7000S,Retail/others,Direct Channel,Bad,Spaceway,27,7,Single,No Children,No ,1,1,0.5075527567399714
5162,0,basic_plan,DW4020,Call Center,Direct Channel,Bad,Broadband Remote,22,6,Married,No Children,No ,0,1,0.833273734775233
5163,0,Elite,HN9000,Call Center,Direct Channel,Bad,Spaceway,0,0,Single,Not Identified,Yes,1,0,0.43019759487282394
5164,0,power_plan,DW4000,Web orders,Indirect Channel,Bad,Broadband Remote,25,5,Married,No Children,No ,0,0,0.0735201244803281
5165,0,proffessional_plan,DW4020,Web orders,Direct Channel,Good,Broadband Remote,38,0,Single,No Children,No ,0,1,0.9640803037405103
5166,0,Home,HN9000,Call Center,Indirect Channel,Bad,Spaceway,30,0,Married,No Children,No ,1,0,0.25799042056783494
5167,0,proffessional_plan,DW6000,UNKNOWN-channel,Direct Channel,Bad,Spaceway,46,6,Divorcee/Widow,No Children,No ,1,1,0.9447996520750517
5168,0,Home,HN7000S,Web orders,Direct Channel,No-Feedback,Broadband Remote,47,6,Married,At Least One Children,Yes,0,1,0.7070199673726014
5169,0,proffessional_plan,UNK,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,59,6,Married,No Children,No ,0,1,0.9701058961979717
5170,0,proffessional_plan,HN7000S,UNKNOWN-channel,Direct Channel,No-Feedback,Spaceway,28,7,Married,No Children,Yes,1,1,0.9040647700584492
5171,0,proffessional_plan,HN9000,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,22,10,Single,Not Identified,No ,0,0,0.04169078506579796
5172,0,Elite,HN9000,Call Center,Direct Channel,Good,Broadband Remote,24,5,Married,At Least One Children,Yes,0,0,0.31581159252097835
5173,0,proffessional_plan,HN9000,Call Center,Indirect Channel,Bad,Broadband Remote,70,6,Single,No Children,No ,0,1,0.9241944635406367
5174,0,basic_plan,HN9000,Retail/others,Direct Channel,Good,Broadband Remote,54,8,Married,At Least One Children,No ,0,1,0.6343400222697393
5175,0,Elite,UNK,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,48,0,Single,No Children,No ,0,1,0.9276625332810425
5176,0,no-plan,DW4000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,23,0,Single,No Children,Yes,0,0,0.08813344553484337
5177,0,no-plan,HN7000S,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,58,6,Single,No Children,No ,0,1,0.8931510708516941
5178,0,basic_plan,DW4020,Vars,Direct Channel,Bad,Broadband Remote,45,0,Single,No Children,No ,0,1,0.7654964988193356
5179,0,basic_plan,HN7000S,UNKNOWN-channel,Indirect Channel,No-Feedback,Spaceway,36,4,Single,Not Identified,No ,1,0,0.10159943973744198
5180,0,Elite,NONE,Web orders,Indirect Channel,Good,Broadband Remote,59,3,Married,At Least One Children,No ,0,0,0.06600788092337001
5181,0,proffessional_plan,HN9000,Vars,Direct Channel,No-Feedback,Broadband Remote,49,0,Single,No Children,Yes,0,1,0.9426407545022574
5182,0,proffessional_plan,HN9000,Call Center,Direct Channel,Good,Broadband Remote,50,5,Married,No Children,No ,0,0,0.200238616305558
5183,0,no-plan,HN7000S,Vars,Direct Channel,Good,Broadband Remote,53,4,Married,No Children,Not Identified,0,0,0.2712852969353005
5184,0,basic_plan,HN9000,Call Center,Direct Channel,Bad,Broadband Remote,25,9,Not Identified,At Least One Children,No ,0,0,0.06568713233634574
5185,0,Elite,UNK,Vars,Direct Channel,Bad,Broadband Remote,27,4,Single,No Children,Yes,0,0,0.1807835103123514
5186,0,Elite,HN7000S,Vars,Direct Channel,Bad,Broadband Remote,53,13,Married,At Least One Children,Yes,0,0,0.11358201804042345
5187,0,basic_plan,UNK,Retail/others,Direct Channel,Good,Broadband Remote,32,4,Married,No Children,Yes,0,0,0.18641040283478696
5188,0,Home,HN7000S,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,25,5,Single,Not Identified,No ,1,1,0.7991925828261163
5189,0,basic_plan,UNK,Call Center,Direct Channel,Good,Spaceway,49,6,Single,No Children,No ,1,0,0.17256661588380517
5190,0,proffessional_plan,HN9000,Retail/others,Indirect Channel,Good,Spaceway,27,5,Married,No Children,No ,1,1,0.7961493091962781
5191,0,no-plan,HN7000S,UNKNOWN-channel,Direct Channel,Bad,Broadband Remote,41,6,Married,No Children,No ,0,1,0.9115673062671433
5192,0,Elite,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,45,8,Single,No Children,No ,0,1,0.5304398120135537
5193,0,basic_plan,HN9000,Retail/others,Direct Channel,Good,Spaceway,64,0,Married,No Children,Yes,1,1,0.6809342053942811
5194,0,Home,HN9000,Retail/others,Indirect Channel,No-Feedback,Broadband Remote,22,0,Divorcee/Widow,No Children,No ,0,1,0.974848650834419
5195,0,power_plan,HN7000S,Web orders,Direct Channel,No-Feedback,Spaceway,22,7,Divorcee/Widow,No Children,No ,1,1,0.8002498686395851
5196,0,basic_plan,DW4020,Retail/others,Direct Channel,Bad,Broadband Remote,52,6,Single,Not Identified,No ,0,1,0.8593303273774018
5197,0,proffessional_plan,UNK,Web orders,Direct Channel,Bad,Spaceway,65,6,Married,At Least One Children,No ,1,0,0.19572567279880698
5198,0,proffessional_plan,HN9000,Vars,Direct Channel,Bad,Broadband Remote,52,0,Married,No Children,No ,0,1,0.9883514492123158
5199,0,Elite,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,41,1,Married,No Children,No ,0,0,0.23081609706261702
5200,0,no-plan,NONE,Retail/others,Indirect Channel,Bad,Spaceway,61,2,Single,No Children,Yes,1,1,0.9690412390308387
5201,0,basic_plan,HN9000,Web orders,Direct Channel,No-Feedback,Broadband Remote,56,8,Single,No Children,No ,0,1,0.8919595951337269
5202,0,no-plan,HN7000S,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,39,0,Married,No Children,No ,0,0,0.09985291142539572
5203,0,proffessional_plan,UNK,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,0,0,Single,Not Identified,Yes,0,1,0.982460443850232
5204,0,Home,HN7000S,Retail/others,Direct Channel,Good,Spaceway,56,0,Married,No Children,Yes,1,0,0.1790269142261426
5205,0,basic_plan,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,40,13,Not Identified,At Least One Children,Not Identified,0,0,0.04957656670515078
5206,0,proffessional_plan,DW4000,Vars,Direct Channel,Good,Broadband Remote,0,0,Single,Not Identified,Yes,0,1,0.9614659388696392
5207,0,no-plan,HN7000S,Retail/others,Direct Channel,Good,Broadband Remote,27,0,Single,No Children,Yes,0,0,0.054705936381744404
5208,0,power_plan,HN7000S,Vars,Indirect Channel,No-Feedback,Broadband Remote,23,4,Single,Not Identified,Yes,0,0,0.4110927158026591
5209,0,proffessional_plan,DW4000,Retail/others,Direct Channel,Bad,Broadband Remote,33,4,Married,No Children,No ,0,0,0.07838030331315135
5210,0,no-plan,HN9000,UNKNOWN-channel,Direct Channel,No-Feedback,Broadband Remote,37,8,Married,No Children,No ,0,1,0.9675986618283836
5211,0,power_plan,DW7000,Web orders,Direct Channel,Good,Broadband Remote,67,7,Single,No Children,No ,0,0,0.13571307842154226
5212,0,power_plan,HN7000S,Call Center,Direct Channel,Good,Broadband Remote,36,0,Single,No Children,Not Identified,0,0,0.2757854422911446
5213,0,Home,NONE,Web orders,Direct Channel,Bad,Broadband Remote,31,5,Single,No Children,No ,0,0,0.44963874576978213
5214,0,power_plan,HN9000,Retail/others,Indirect Channel,No-Feedback,Broadband Remote,45,0,Single,Not Identified,No ,0,1,0.9671553289472697
5215,0,basic_plan,UNK,Web orders,Direct Channel,Good,Broadband Remote,58,0,Single,No Children,No ,0,0,0.36578928355642837
5216,0,basic_plan,UNK,Vars,Direct Channel,Good,Broadband Remote,36,13,Married,At Least One Children,No ,0,1,0.5983566521350083
5217,0,Home,DW7000,Retail/others,Direct Channel,Good,Broadband Remote,66,4,Single,No Children,No ,0,0,0.46558980695683083
5218,0,no-plan,NONE,Web orders,Direct Channel,Bad,Broadband Remote,60,7,Single,No Children,Yes,0,0,0.047603777958793475
5219,0,basic_plan,HN9000,Retail/others,Direct Channel,Bad,Broadband Remote,34,9,Married,No Children,No ,0,0,0.1751922048396318
5220,0,no-plan,HN9000,Call Center,Indirect Channel,Bad,Broadband Remote,61,3,Married,No Children,Yes,0,0,0.32145462977598754
5221,0,proffessional_plan,UNK,Call Center,Direct Channel,Good,Broadband Remote,34,7,Married,No Children,No ,0,1,0.9404300742451308
5222,0,Elite,HN9000,UNKNOWN-channel,Indirect Channel,Bad,Spaceway,63,7,Single,No Children,Yes,1,1,0.9936169803787811
5223,0,Elite,HN7000S,UNKNOWN-channel,Indirect Channel,Good,Broadband Remote,25,6,Single,No Children,No ,0,0,0.4751120870680977
5224,0,basic_plan,DW4000,UNKNOWN-channel,Direct Channel,Good,Broadband Remote,25,0,Married,At Least One Children,Yes,0,0,0.10042347540193278
5225,0,Home,HN7000S,Vars,Direct Channel,Bad,Broadband Remote,32,0,Single,No Children,No ,0,0,0.04840007281504245
5226,0,Home,DW4000,Retail/others,Direct Channel,Good,Broadband Remote,50,8,Single,No Children,No ,0,0,0.1414345843753503
